Product,Category,Price,Stars,Summary,URL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Xiaomi Redmi K50 Gaming 5G + 4G LTE (256GB + 12GB) (NOT Verizon AT&T Cricket Straight Talk) NFC Triple Camera 6.67"" + (w/Fast Car Charger Bundle) (Electric Shadow)",Smartphones,S$501.58,4.6,"12 GB Ram + an additional 7 GB if you use the Ram extension option in settings for a grand total of 19 GB! Gaming is smooth and just amazing, you'll be able to",https://www.amazon.sg/Xiaomi-Verizon-Cricket-Straight-Electric/dp/B0B2VSQP3Y/ref=sr_1_181?qid=1695968245&refinements=p_n_prime_domestic%3A7993547051%7C7993548051%2Cp_72%3A6469119051%2Cp_36%3A20000-150000&rnid=6450031051&s=electronics&sr=1-181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xiaomi 12 5G + 4G LTE 256GB + 12GB Snapdragon® 8 Gen 1 Global Unlocked 50MP Pro Grade Camera (Only T-Mobile/Metro/Mint/Tello USA Market) + (w/Fast Car Charger Bundle) (Purple Global),Smartphones,S$790.30,4.9,"The charger comes with European input, but brings the adapter. I come in perfect condition, the color that is, the quality and the branch.",https://www.amazon.sg/Xiaomi-Snapdragon%C2%AE-Unlocked-T-Mobile-Charger/dp/B0B1TY5TDQ/ref=sr_1_184?qid=1695968245&refinements=p_n_prime_domestic%3A7993547051%7C7993548051%2Cp_72%3A6469119051%2Cp_36%3A20000-150000&rnid=6450031051&s=electronics&sr=1-184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Samsung Galaxy Note 10+ Plus 256GB with S Pen Aura Glow/Silver Factory Unlocked for GSM & CDMA, 6.8 Inch Display -N975U1 (Fast Wireless Charging Pad Bundle)",Smartphones,S$811.17,3.5,"This was sold as a bundle with a fast charging pad. Fast charging pad that came with the phone had an old style charger port and no associated cord, incompatible with this phone that using",https://www.amazon.sg/Samsung-Unlocked-N975U1-Wireless-Charging/dp/B0B1RDMKFL/ref=sr_1_185?qid=1695968245&refinements=p_n_prime_domestic%3A7993547051%7C7993548051%2Cp_72%3A6469119051%2Cp_36%3A20000-150000&rnid=6450031051&s=electronics&sr=1-185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nokia T20 4G LTE Tablet 64GB + 4GB 10.4"" (Not Verizon Boost At&t Cricket CDMA) TA-1394 8200 mAh Dual Camera + (w/Fast Car Charger Bundle) (Ocean Blue)",Smartphones,S$270.86,3,"A couple of months ago the Bluetooth module stopped working, at all. The US seller of this piece of JUNK made by Nokia (China nowadays) refused to follow their warranty obligations",https://www.amazon.sg/Nokia-Verizon-Cricket-TA-1394-Charger/dp/B0B1JPJHYZ/ref=sr_1_186?qid=1695968245&refinements=p_n_prime_domestic%3A7993547051%7C7993548051%2Cp_72%3A6469119051%2Cp_36%3A20000-150000&rnid=6450031051&s=electronics&sr=1-186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OnePlus Nord 2T CPH2399 5G 128GB 8GB RAM Factory Unlocked (GSM Only | No CDMA - not Compatible with Verizon/Sprint) – Gray Shadow,Smartphones,S$603.49,4.4,The camera is a bit lack luster compared to the 7T... I feel its more of a software issue than the actual sensor... If you dont mind OK camera then go for it,https://www.amazon.sg/OnePlus-Nord-2T-CPH2399-Unlocked/dp/B0B11TNC1M/ref=sr_1_187?qid=1695968245&refinements=p_n_prime_domestic%3A7993547051%7C7993548051%2Cp_72%3A6469119051%2Cp_36%3A20000-150000&rnid=6450031051&s=electronics&sr=1-187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Xiaomi Redmi 10 2022 NFC 4G LTE (128GB + 6GB) LTE GSM Global Unlocked 6.5"" 50MP Quad Camera (Not Verizon Sprint Boost Tmobile At&T Cricket) + (w/Fast Car 51W Charger Bundle) (Carbon Gray)",Smartphones,S$230.76,4.3,"This item was meant as a temporary replacement for my Xiaomi Redmi Note 9 Pro, which had incurred damage from water. Lack of NFC is inconvenient, although I don't depend much on",https://www.amazon.sg/Xiaomi-Unlocked-Verizon-Tmobile-Cricket/dp/B09ZYFS3BD/ref=sr_1_188?qid=1695968245&refinements=p_n_prime_domestic%3A7993547051%7C7993548051%2Cp_72%3A6469119051%2Cp_36%3A20000-150000&rnid=6450031051&s=electronics&sr=1-188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Xiaomi Redmi 10 2022 NFC 4G LTE (128GB + 4GB) LTE GSM Factory Unlocked 6.5"" 50MP Quad Camera (Not Verizon Sprint Boost Tmobile At&T Cricket) + Fast Car Charger Bundle (Sea Blue)",Smartphones,S$221.23,4.4,I bought this one for my mon .. she really likes it... not the best quality for pictures but its ok.,https://www.amazon.sg/Xiaomi-Redmi-10-2022-Unlocked/dp/B09ZQG19RW/ref=sr_1_189?qid=1695968245&refinements=p_n_prime_domestic%3A7993547051%7C7993548051%2Cp_72%3A6469119051%2Cp_36%3A20000-150000&rnid=6450031051&s=electronics&sr=1-189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xiaomi Poco F4 GT 5G Dual Sim 128GB Yellow (8GB RAM),Smartphones,Page 1 of 1,4.4,"The seller in principle is very good but the product is not. The mobile is too hot, it spends fast battery even if it loads fast and a trigger button comes with soot.",https://www.amazon.sg/Xiaomi-Poco-F4-GT-Yellow/dp/B09Z6QFMLH/ref=sr_1_190?qid=1695968245&refinements=p_n_prime_domestic%3A7993547051%7C7993548051%2Cp_72%3A6469119051%2Cp_36%3A20000-150000&rnid=6450031051&s=electronics&sr=1-190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Xiaomi Redmi Note 11 Pro 4G Volte 128GB + 8GB Factory Unlocked 6.67"" 108MP Camera Night Mode (Not Verizon Sprint Boost Cricket Metro At&T) + (w/Fast Car Charger Bundle) (Polar White)",Smartphones,S$15.49,4.6,Only the model I buy is not 5g a 5g network is better. And he said he brought double sim I thought it was for two cellular chips but actually it's just for,https://www.amazon.sg/Xiaomi-Factory-Unlocked-Verizon-Cricket/dp/B09Y9G2ZRY/ref=sr_1_192?qid=1695968245&refinements=p_n_prime_domestic%3A7993547051%7C7993548051%2Cp_72%3A6469119051%2Cp_36%3A20000-150000&rnid=6450031051&s=electronics&sr=1-192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ulefone Armor X10 Pro Unlocked Rugged Phone, Octa-core, 4GB + 64GB, IP68 Waterproof Rugged Smartphone, Android 11, 20MP Dual Rear Camera, 5.45'' Screen, 5180mAh Battery, NFC, OTG, Dual Sim 4G, Grey",Smartphones,S$357.98,3.8,"This is my third Ulefone - they are all working well ( purchased for family ).I purchase them because they are rugged (need the water resistance, for swimming, boating",https://www.amazon.sg/Ulefone-Unlocked-Octa-core-Waterproof-Smartphone/dp/B09XX9KGHT/ref=sr_1_194?qid=1695968249&refinements=p_n_prime_domestic%3A7993547051%7C7993548051%2Cp_72%3A6469119051%2Cp_36%3A20000-150000&rnid=6450031051&s=electronics&sr=1-194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xiaomi Redmi Note 11S 5G + 4G Volte 128GB 4GB RAM Factory Unlocked (GSM Only | No CDMA - not Compatible with Verizon/Sprint) w/Fast Car Charger Bundle - Star Blue,Smartphones,S$268.47,4.2,"If you are a RPG Gamer Don't buy. Produto top, amei.",https://www.amazon.sg/Xiaomi-Note-5G-Factory-Unlocked/dp/B09XVK22X7/ref=sr_1_195?qid=1695968249&refinements=p_n_prime_domestic%3A7993547051%7C7993548051%2Cp_72%3A6469119051%2Cp_36%3A20000-150000&rnid=6450031051&s=electronics&sr=1-195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Samsung Galaxy A23 (-A235M/DS) Dual SIM,64 GB 4GB RAM, Factory Unlocked GSM, International Version - No Warranty - (White)",Smartphones,S$265.59,4.1,A pretty good phone. Owned it for less than a week and it's already messing up. It's extremely laggy and I have to press the screen multiple times. So disappointing,https://www.amazon.sg/Samsung-Factory-Unlocked-International-Version/dp/B09XP3B36Y/ref=sr_1_197?qid=1695968249&refinements=p_n_prime_domestic%3A7993547051%7C7993548051%2Cp_72%3A6469119051%2Cp_36%3A20000-150000&rnid=6450031051&s=electronics&sr=1-197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Realme 9 (4G) DUAL SIM 128GB ROM + 8GB RAM (GSM only | No CDMA) Factory Unlocked 4G/LTE Smartphone (Meteor Black) - International Version,Smartphones,S$268.47,4.5,"I use it for the basic app, I've had zero problems with the. Good relationship quality price, if you are looking for good camera that yes, I don't think it's",https://www.amazon.sg/Realme-Factory-Unlocked-Smartphone-Meteor/dp/B09XMV8FDX/ref=sr_1_198?qid=1695968249&refinements=p_n_prime_domestic%3A7993547051%7C7993548051%2Cp_72%3A6469119051%2Cp_36%3A20000-150000&rnid=6450031051&s=electronics&sr=1-198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Realme 9 Pro 5G + 4G LTE GSM 128GB + 8GB 6.6"" 64MP Triple Camera Unlocked Latin Europe Dual Sim (NOT Verizon/Boost/Cricket/Metro/AT&T/Tmobile) + Fast Car Charger Bundle (Sunrise Blue)",Smartphones,S$501.58,3.8,"The phone is what I imagine seeing your description on the official realm page, does not disappoint as to their features if you really agree with them. However there are several things that do not",https://www.amazon.sg/Unlocked-Verizon-Cricket-Tmobile-Charger/dp/B09XC7K7JM/ref=sr_1_200?qid=1695968249&refinements=p_n_prime_domestic%3A7993547051%7C7993548051%2Cp_72%3A6469119051%2Cp_36%3A20000-150000&rnid=6450031051&s=electronics&sr=1-200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Xiaomi 12 Pro | 5G (Couture Blue, 12GB RAM, 256GB Storage)| Snapdragon 8 Gen 1 | 50+50+50MP Flagship Cameras (OIS) | 10bit 2K+ Curved AMOLED Display | Sound by Harman Kardon",Smartphones,S$469.98,4,,https://www.amazon.sg/Xiaomi-Couture-Storage-Snapdragon-Flagship/dp/B09XB9DCY4/ref=sr_1_201?qid=1695968249&refinements=p_n_prime_domestic%3A7993547051%7C7993548051%2Cp_72%3A6469119051%2Cp_36%3A20000-150000&rnid=6450031051&s=electronics&sr=1-201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
